Code,"Scientific Name","Common Name","Last Update","# of Sequences","NCBI TaxonId",D.
BACC7,"Bacillus cereus  (strain AH187)",,2009-Jun-21,5757,405534,B
PANSA,"Pantoea sp.  (strain At-9b)",,2012-Dec-17,5760,592316,B
BLAHO,"Blastocystis hominis",,2015-Dec-15,5763,12968,E
KALBG,"Kalmanozyma brasiliensis  (strain GHG001)",Yeast,2021-May-02,5765,1365824,E
LODEL,"Lodderomyces elongisporus  (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239)",,2007-Sep-16,5772,379508,E
MYCCN,"Mycobacterium chubuense  (strain NBB4)",,2014-Nov-05,5777,710421,B
TISMK,"Tistrella mobilis  (strain KA081020-065)",,2012-Nov-15,5780,1110502,B
MESAW,"Mesorhizobium australicum  (strain HAMBI 3006 / LMG 24608 / WSM2073)",,2015-Mar-08,5790,754035,B
ANACC,"Anabaena cylindrica  (strain ATCC 27899 / PCC 7122)",,2016-Aug-29,5795,272123,B
STRNE,"Streptomyces netropsis",,2021-Jul-08,5796,55404,B
BACC0,"Bacillus cereus  (strain AH820)",,2010-Jan-18,5798,405535,B
PICST,"Scheffersomyces stipitis  (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545)",,2012-May-03,5799,322104,E
GIAIC,"Giardia intestinalis  (strain ATCC 50803 / WB clone C6)",,2014-Mar-24,5826,184922,E
BACC1,"Bacillus cereus  (strain ATCC 10987 / NRS 248)",,2014-Mar-24,5826,222523,B
BURPS,"Burkholderia pseudomallei  (strain K96243)",,2010-Mar-21,5838,272560,B
BACC2,"Bacillus cereus  (strain G9842)",,2009-May-15,5844,405531,B
DELSC,"Delftia sp.  (strain Cs1-4)",,2014-Nov-05,5855,742013,B
METED,"Methylorubrum extorquens  (strain DSM 6343 / CIP 106787 / DM4)",,2010-May-24,5882,661410,B
VIBCB,"Vibrio campbellii  (strain ATCC BAA-1116 / BB120)",,2014-Mar-04,5886,338187,B
PSEAB,"Pseudomonas aeruginosa  (strain UCBPP-PA14)",,2007-Mar-07,5886,208963,B
BREBN,"Brevibacillus brevis  (strain 47 / JCM 6285 / NBRC 100599)",,2009-Jul-26,5887,358681,B
MYCSK,"Mycobacterium sp.  (strain KMS)",,2007-Mar-07,5889,189918,B
BACAC,"Bacillus anthracis  (strain CDC 684 / NRRL 3495)",,2010-Feb-24,5894,568206,B
CUPTR,"Cupriavidus taiwanensis  (strain DSM 17343 / BCRC 17206 / CIP 107171 / LMG 19424 / R1)",,2008-Nov-06,5900,977880,B
MYCVP,"Mycolicibacterium vanbaalenii  (strain DSM 7251 / JCM 13017 / NRRL B-24157 / PYR-1)",,2007-Mar-07,5901,350058,B
CONWI,"Conexibacter woesei  (strain DSM 14684 / JCM 11494 / NBRC 100937 / ID131577)",,2012-Dec-17,5912,469383,B
KITGR,"Kitasatospora griseola",,2018-Nov-14,5916,2064,B
PICGU,"Meyerozyma guilliermondii  (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324)",Yeast,2017-Aug-16,5920,294746,E
RUNSL,"Runella slithyformis  (strain ATCC 29530 / DSM 19594 / LMG 11500 / NCIMB 11436 / LSU 4)",,2014-Nov-05,5929,761193,B
VARPE,"Variovorax paradoxus  (strain EPS)",,2012-Jan-02,5936,595537,B
PLAFO,"Plasmodium falciparum  (isolate NF54)",,2018-Aug-22,5936,5843,E
CLAL4,"Clavispora lusitaniae  (strain ATCC 42720)",Yeast,2021-Sep-27,5936,306902,E
PSEA8,"Pseudomonas aeruginosa  (strain LESB58)",,2009-May-26,5937,557722,B
NOCFA,"Nocardia farcinica  (strain IFM 10152)",,2010-Mar-21,5943,247156,B
CHAP6,"Chamaesiphon minutus  (strain ATCC 27169 / PCC 6605)",,2017-Oct-29,5945,1173020,B
MICAN,"Microcystis aeruginosa  (strain NIES-843)",,2008-Jul-13,5946,449447,B
DELAS,"Delftia acidovorans  (strain DSM 14801 / SPH-1)",,2008-Sep-09,5966,398578,B
RHIEC,"Rhizobium etli  (strain CFN 42 / ATCC 51251)",,2014-Mar-24,5971,347834,B
SPAPN,"Spathaspora passalidarum  (strain NRRL Y-27907 / 11-Y1)",,2013-Jan-13,5973,619300,E
BURSG,"Burkholderia sp.  (strain CCGE1003)",,2011-Mar-21,5983,640512,B
TRYCI,"Trypanosoma congolense  (strain IL3000)",,2018-Dec-12,5984,1068625,E
CANMX,"Candida maltosa  (strain Xu316)",Yeast,2021-Sep-29,5986,1245528,E
VERMA,"Verrucosispora maris  (strain AB-18-032)",,2014-Nov-05,5996,263358,B
PAEPS,"Paenibacillus polymyxa  (strain SC2)",,2011-May-30,6024,886882,B
CYBJN,"Cyberlindnera jadinii  (strain ATCC 18201 / CBS 1600 / BCRC 20928 / JCM 3617 / NBRC 0987 / NRRL Y-1542)","Torula yeast",2019-Mar-20,6032,983966,E
PLAFP,"Plasmodium falciparum  (isolate Palo Alto / Uganda)",,2018-Mar-25,6048,57270,E
EIMMA,"Eimeria maxima","Coccidian parasite",2016-Mar-23,6057,5804,E
NOSS1,"Nostoc sp.  (strain PCC 7120 / SAG 25.82 / UTEX 2576)",,2011-Jan-10,6069,103690,B
PSEBN,"Pseudomonas brassicacearum  (strain NFM421)",,2014-Mar-02,6081,994484,B
RHIE6,"Rhizobium etli  (strain CIAT 652)",,2008-Oct-12,6098,491916,B
LYNSP,"Lyngbya sp.  (strain PCC 8106)",,2012-Feb-19,6100,313612,B
MYCRN,"Mycolicibacterium rhodesiae  (strain NBB3)",,2014-Nov-05,6105,710685,B
PSEF5,"Pseudomonas fluorescens  (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)",,2014-Mar-24,6107,220664,B
MICSL,"Micromonospora sp.  (strain L5)",,2012-Jan-02,6129,648999,B
SINMW,"Sinorhizobium medicae  (strain WSM419)",,2008-Jan-24,6145,366394,B
RHIME,"Rhizobium meliloti  (strain 1021)","Ensifer meliloti",2014-Mar-24,6163,266834,B
AZOL4,"Azospirillum lipoferum  (strain 4B)",,2013-Jan-10,6174,862719,B
ENTNP,"Entamoeba nuttalli  (strain P19)",Amoeba,2016-Jul-03,6177,1076696,E
STRFR,"Streptomyces fradiae",,2019-Jan-06,6179,1906,B
BURM1,"Burkholderia multivorans  (strain ATCC 17616 / 249)",,2009-Dec-13,6189,395019,B
CUPMC,"Cupriavidus metallidurans  (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34)",,2006-Aug-16,6193,266264,B
MICAI,"Micromonospora aurantiaca  (strain ATCC 27029 / DSM 43813 / BCRC 12538 / CBS 129.76 / JCM 10878 / NBRC 16125 / NRRL B-16091 / INA 9442)",,2011-Mar-21,6203,644283,B
PAESJ,"Paenibacillus sp.  (strain JDR-2)",,2009-Dec-16,6209,324057,B
CRYGA,"Cryptococcus gattii",,2012-Oct-22,6209,552467,E
METEA,"Methylorubrum extorquens  (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1)",,2010-Feb-24,6233,272630,B
GEOS4,"Geobacillus sp.  (strain Y412MC10)",,2010-Jun-14,6237,481743,B
CRYNJ,"Cryptococcus neoformans var. neoformans  serotype D (strain JEC21 / ATCC MYA-565)",,2014-Mar-24,6246,214684,E
PSEA7,"Pseudomonas aeruginosa  (strain PA7)",,2008-Feb-07,6246,381754,B
SINFN,"Sinorhizobium fredii  (strain NBRC 101917 / NGR234)",,2010-Jul-11,6254,394,B
MESCW,"Mesorhizobium ciceri biovar biserrulae  (strain HAMBI 2942 / LMG 23838 / WSM1271)",,2011-Oct-02,6260,765698,B
DEBHA,"Debaryomyces hansenii  (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968)",,2009-Sep-15,6263,284592,E
STRR3,"Streptomyces rubellomurinus  (strain ATCC 31215)",,2019-Jan-06,6268,359131,B
VARPS,"Variovorax paradoxus  (strain S110)",,2012-Feb-09,6272,543728,B
GRENI,"Gregarina niphandrodes","Septate eugregarine",2015-Dec-15,6285,110365,E
SINMB,"Sinorhizobium meliloti  (strain BL225C)",,2014-Jan-25,6303,698936,B
FONAL,"Fonticula alba","Slime mold",2019-Sep-22,6309,691883,E
STRTO,"Streptomyces toyocaensis",,2019-Jan-06,6315,55952,B
BURP1,"Burkholderia pseudomallei  (strain 1710b)",,2014-Mar-24,6324,320372,B
PLAMA,"Plasmodium malariae",,2018-Mar-09,6343,5858,E
ROZAC,"Rozella allomycis  (strain CSF55)",,2020-Nov-16,6350,988480,E
YEAST,"Saccharomyces cerevisiae  (strain ATCC 204508 / S288c)","Baker's yeast",2013-Nov-14,6352,559292,E
STREK,"Streptomyces sp.  (strain SirexAA-E / ActE)",,2019-Jan-06,6357,862751,B
STANL,"Stackebrandtia nassauensis  (strain DSM 44728 / CIP 108903 / NRRL B-16338 / NBRC 102104 / LLR-40K-21)",,2010-Jul-11,6379,446470,B
METRJ,"Methylobacterium radiotolerans  (strain ATCC 27329 / DSM 1819 / JCM 2831 / NBRC 15690 / NCIMB 10815 / 0-1)",,2008-Jul-13,6385,426355,B
CANAL,"Candida albicans  (strain SC5314 / ATCC MYA-2876)",Yeast,2017-Jun-22,6388,237561,E
RHILW,"Rhizobium leguminosarum  bv. trifolii (strain WSM2304)",,2009-May-26,6403,395492,B
MYCGO,"Mycobacterium gordonae",,2019-Jan-06,6409,1778,B
SINMK,"Sinorhizobium meliloti  (strain AK83)",,2012-Nov-29,6412,693982,B
RHOE4,"Rhodococcus erythropolis  (strain PR4 / NBRC 100887)",,2009-Jul-26,6424,234621,B
YARLI,"Yarrowia lipolytica  (strain CLIB 122 / E 150)",Yeast,2014-Mar-24,6424,284591,E
CUPPJ,"Cupriavidus pinatubonensis  (strain JMP 134 / LMG 1197)",,2011-Sep-25,6433,264198,B
BURCA,"Burkholderia cenocepacia  (strain AU 1054)",,2007-Dec-02,6450,331271,B
BLUGR,"Blumeria graminis","Powdery mildew",2015-Sep-29,6458,34373,E
CRYGR,"Cryptococcus gattii  serotype B (strain R265)","Filobasidiella gattii",2018-Sep-16,6472,294750,E
PSEFS,"Pseudomonas fluorescens  (strain SBW25)",,2009-Jul-26,6475,216595,B
USTMA,"Ustilago maydis  (strain 521 / FGSC 9021)",,2007-Sep-17,6510,237631,E
PEDPL,"Pedosphaera parvula  (strain Ellin514)",,2019-Jan-06,6510,320771,B
GLOV7,"Gloeothece verrucosa  (strain PCC 7822)",,2011-May-26,6557,497965,B
STRFA,"Streptomyces pratensis  (strain ATCC 33331 / IAF-45CD)",,2014-Nov-05,6558,591167,B
STRGA,"Streptomyces glaucescens",,2020-Mar-25,6567,1907,B
NOSP7,"Nostoc punctiforme  (strain ATCC 29133 / PCC 73102)",,2008-Sep-09,6572,63737,B
GALSU,"Galdieria sulphuraria","Red alga",2016-Jul-03,6589,130081,E
MYCS2,"Mycolicibacterium smegmatis  (strain ATCC 700084 / mc(2)155)",,2007-May-03,6593,246196,B
BURCM,"Burkholderia ambifaria  (strain ATCC BAA-244 / AMMD)",,2007-Mar-07,6607,339670,B
CUPNH,"Cupriavidus necator  (strain ATCC 17699 / H16 / DSM 428 / Stanier 337)",,2011-Sep-25,6613,381666,B
RHIFH,"Rhizobium fredii  (strain HH103)",,2015-Mar-28,6616,1117943,B
PSEUX,"Pseudonocardia dioxanivorans  (strain ATCC 55486 / DSM 44775 / JCM 13855 / CB1190)",,2012-Nov-15,6619,675635,B
ARTPN,"Arthrospira platensis  (strain NIES-39 / IAM M-135)",,2016-Dec-20,6630,696747,B
METS4,"Methylobacterium sp.  (strain 4-46)",,2008-Jul-13,6646,426117,B
AGRRK,"Agrobacterium radiobacter  (strain K84 / ATCC BAA-868)",,2009-Jul-26,6675,311403,B
HALO1,"Haliangium ochraceum  (strain DSM 14365 / JCM 11303 / SMP-2)",,2014-Nov-05,6683,502025,B
STRT9,"Streptomyces tsukubensis  (strain DSM 42081 / NBRC 108919 / NRRL 18488 / 9993)",,2019-Aug-11,6684,1114943,B
BURA4,"Burkholderia ambifaria  (strain MC40-6)",,2008-Jul-13,6689,398577,B
HALH1,"Haliscomenobacter hydrossis  (strain ATCC 27775 / DSM 1100 / LMG 10767 / O)",,2012-Nov-29,6702,760192,B
FRAAA,"Frankia alni  (strain ACN14a)",,2007-Mar-07,6723,326424,B
PROLT,"Protomyces lactucaedebilis",,2020-Nov-16,6725,56484,E
BRASO,"Bradyrhizobium sp.  (strain ORS 278)",,2007-Jul-08,6734,114615,B
HAHCH,"Hahella chejuensis  (strain KCTC 2396)",,2014-Mar-24,6755,349521,B
MIXOS,"Mixia osmundae  (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970)",,2012-Dec-17,6783,764103,E
TRYB2,"Trypanosoma brucei brucei  (strain 927/4 GUTat10.1)",,2005-Oct-19,6785,185431,E
ACHXA,"Achromobacter xylosoxidans  (strain A8)",,2012-Feb-09,6798,762376,B
TILAU,"Tilletiaria anomala  (strain ATCC 24038 / CBS 436.72 / UBC 951)",,2020-Nov-16,6808,1037660,E
EIMAC,"Eimeria acervulina","Coccidian parasite",2016-Mar-23,6862,5801,E
BURSC,"Burkholderia sp.  (strain CCGE1002)",,2014-Nov-05,6865,640511,B
SPILD,"Spirosoma linguale  (strain ATCC 33905 / DSM 74 / LMG 10896)",,2010-Jun-14,6866,504472,B
STRE2,"Streptomyces pristinaespiralis  (strain ATCC 25486 / DSM 40338 / CBS 914.69 / JCM 4507 / NBRC 13074 / NRRL 2958 / 5647)",,2019-Sep-12,6869,457429,B
BURCH,"Burkholderia cenocepacia  (strain HI2424)",,2007-Mar-07,6897,331272,B
ACTMD,"Actinosynnema mirum  (strain ATCC 29888 / DSM 43827 / NBRC 14064 / IMRU 3971)",,2009-Dec-15,6911,446462,B
KRIFD,"Kribbella flavida  (strain DSM 17836 / JCM 10339 / NBRC 14399)",,2011-Apr-10,6940,479435,B
BURCC,"Burkholderia cenocepacia  (strain MC0-3)",,2008-Jul-13,6984,406425,B
RHILS,"Rhizobium leguminosarum  bv. trifolii (strain WSM1325)",,2010-Jan-18,6988,395491,B
STRGG,"Streptomyces griseus  subsp. griseus (strain JCM 4626 / NBRC 13350)",,2008-Jul-13,7010,455632,B
FRAIE,"Frankia inefficax  (strain DSM 45817 / CECT 9037 / EuI1c)",,2012-Nov-15,7079,298654,B
USTHO,"Ustilago hordei","Barley covered smut fungus",2015-Sep-29,7107,120017,E
STRC3,"Streptomyces collinus  (strain DSM 40733 / Tue 365)",,2019-Jan-06,7115,1214242,B
SAICN,"Saitoella complicata  (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804)",,2019-Jan-22,7119,698492,E
BURCJ,"Burkholderia cenocepacia  (strain ATCC BAA-245 / DSM 16553 / LMG 16656 / NCTC 13227 / J2315 / CF5610)",,2008-Oct-26,7120,216591,B
SINAD,"Singulisphaera acidiphila  (strain ATCC BAA-1392 / DSM 18658 / VKM B-2454 / MOB10)",,2015-Jun-17,7124,886293,B
FRASN,"Frankia sp.  (strain EAN1pec)",,2008-Jul-13,7128,298653,B
SACEN,"Saccharopolyspora erythraea  (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)",,2007-Jul-08,7146,405948,B
BURP0,"Burkholderia pseudomallei  (strain 1106a)",,2007-Jul-08,7146,357348,B
PENDC,"Penicillium decumbens",,2020-Nov-16,7149,69771,E
NIAKG,"Niastella koreensis  (strain DSM 17620 / KACC 11465 / NBRC 106392 / GR20-10)",,2013-Jan-10,7171,700598,B
CHIPD,"Chitinophaga pinensis  (strain ATCC 43595 / DSM 2588 / NCIB 11800 / UQM 2034)",,2010-Feb-24,7179,485918,B
PARPJ,"Paraburkholderia phytofirmans  (strain DSM 17436 / LMG 22146 / PsJN)",,2008-Sep-09,7197,398527,B
BURP6,"Burkholderia pseudomallei  (strain 668)",,2008-Jan-24,7214,320373,B
MYXXD,"Myxococcus xanthus  (strain DK 1622)",,2006-Sep-25,7216,246197,B
MYXFH,"Myxococcus fulvus  (strain ATCC BAA-855 / HW-1)",,2012-Jan-02,7225,483219,B
RHIL3,"Rhizobium leguminosarum  bv. viciae (strain 3841)",,2006-Aug-16,7243,216596,B
RHILO,"Mesorhizobium japonicum  (strain LMG 29417 / CECT 9101 / MAFF 303099)",,2014-Mar-24,7258,266835,B
RHOBA,"Rhodopirellula baltica  (strain DSM 10527 / NCIMB 13988 / SH1)",,2014-Mar-24,7269,243090,B
RHOGW,"Rhodotorula graminis  (strain WP1)",,2019-Mar-24,7278,578459,E
STRCL,"Streptomyces clavuligerus",,2019-Jan-06,7291,1901,B
SINMM,"Sinorhizobium meliloti  (strain SM11)",,2014-Nov-05,7302,707241,B
ACTUT,"Actinoplanes utahensis",,2019-Jan-06,7339,1869,B
BURGS,"Burkholderia gladioli  (strain BSR3)",,2012-Nov-13,7349,999541,B
BURVG,"Burkholderia vietnamiensis  (strain G4 / LMG 22486)",,2007-Oct-25,7401,269482,B
OSTLU,"Ostreococcus lucimarinus  (strain CCE9901)",,2007-Jul-19,7410,436017,E
KITSK,"Kitasatospora setae  (strain ATCC 33774 / DSM 43861 / JCM 3304 / KCC A-0304 / NBRC 14216 / KM-6054)",,2013-Oct-03,7441,452652,B
STRVP,"Streptomyces venezuelae  (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745)",,2014-Nov-05,7442,953739,B
PARP8,"Paraburkholderia phymatum  (strain DSM 17167 / CIP 108236 / LMG 21445 / STM815)",,2008-Sep-09,7461,391038,B
TUBMM,"Tuber melanosporum  (strain Mel28)","Perigord black truffle",2012-Dec-04,7493,656061,E
RHOTO,"Rhodosporidium toruloides",Yeast,2021-May-02,7538,5286,E
BRASB,"Bradyrhizobium sp.  (strain BTAi1 / ATCC BAA-1182)",,2007-Jul-22,7561,288000,B
NEUCR,"Neurospora crassa  (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)",,2010-Feb-24,7569,367110,E
KITAU,"Kitasatospora aureofaciens",,2018-Nov-14,7635,1894,B
STRAW,"Streptomyces avermitilis  (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)",,2009-Sep-16,7665,227882,B
BURL3,"Burkholderia lata  (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)",,2014-Mar-24,7715,482957,B
ENTHI,"Entamoeba histolytica",,2015-Dec-15,7729,5759,E
SOLUE,"Solibacter usitatus  (strain Ellin6076)",,2007-Mar-07,7758,234267,B
CUPNN,"Cupriavidus necator  (strain ATCC 43291 / DSM 13513 / N-1)",,2015-Jun-17,7768,1042878,B
PAEMK,"Paenibacillus mucilaginosus  (strain KNP414)",,2012-Nov-29,7780,1036673,B
STRA7,"Streptomyces ambofaciens  (strain ATCC 23877 / 3486 / DSM 40053 / JCM 4204 / NBRC 12836 / NRRL B-2516)",,2019-Sep-12,7793,278992,B
USTV1,"Microbotryum lychnidis-dioicae  (strain p1A1 Lamole / MvSl-1064)","Anther smut fungus",2019-Jan-22,7819,683840,E
OSTTA,"Ostreococcus tauri",,2010-Jul-19,7860,70448,E
PLAYO,"Plasmodium yoelii yoelii",,2017-Aug-12,7861,73239,E
LEIMU,"Leishmania mexicana  (strain MHOM/GT/2001/U1103)",,2016-Jul-03,7890,929439,E
STRV1,"Streptomyces viridosporus  (strain ATCC 14672 / DSM 40746 / JCM 4963 / KCTC 9882 / NRRL B-12104 / FH 1290)",,2019-Sep-12,7891,566461,B
LEIDB,"Leishmania donovani  (strain BPK282A1)",,2015-Nov-26,7950,981087,E
ARTBC,"Arthroderma benhamiae  (strain ATCC MYA-4681 / CBS 112371)",,2019-Mar-20,7980,663331,E
TOXGO,"Toxoplasma gondii",,2012-May-01,7980,5811,E
HAMHA,"Hammondia hammondi","Parasitic protozoan",2015-Dec-15,8002,99158,E
CORCM,"Corallococcus coralloides  (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2)",,2014-Nov-05,8017,1144275,B
LEIMA,"Leishmania major",,2014-Mar-24,8018,347515,E
LEIBR,"Leishmania braziliensis",,2007-Jul-22,8019,5660,E
LEIIN,"Leishmania infantum",,2007-Jul-30,8031,5671,E
ICHMU,"Ichthyophthirius multifiliis","White spot disease agent",2016-Jul-03,8038,5932,E
MYXSD,"Myxococcus stipitatus  (strain DSM 14675 / JCM 12634 / Mx s8)",,2015-Mar-08,8042,1278073,B
ICHMG,"Ichthyophthirius multifiliis  (strain G5)","White spot disease agent",2018-Nov-07,8056,857967,E
STRA9,"Streptomyces albulus",,2019-Sep-12,8086,68570,B
STRCO,"Streptomyces coelicolor  (strain ATCC BAA-471 / A3(2) / M145)",,2014-Mar-24,8092,100226,B
ACTM4,"Actinoplanes missouriensis  (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NCIMB 12654 / NBRC 102363 / 431)",,2012-Nov-13,8112,512565,B
METNO,"Methylobacterium nodulans  (strain LMG 21967 / CNCM I-2342 / ORS 2060)",,2009-Jul-26,8125,460265,B
ACAM1,"Acaryochloris marina  (strain MBIC 11017)",,2008-Mar-24,8148,329726,B
RHOOB,"Rhodococcus opacus  (strain B4)",,2009-Jun-25,8169,632772,B
LENAE,"Lentzea aerocolonigenes","Nocardia aerocolonigenes",2019-Jan-06,8238,68170,B
ACTS5,"Actinoplanes sp.  (strain ATCC 31044 / CBS 674.73 / SE50/110)",,2013-Jan-10,8239,134676,B
TREME,"Tremella mesenterica","Jelly fungus",2013-Jan-13,8248,5217,E
BRADU,"Bradyrhizobium diazoefficiens  (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)",,2009-Sep-14,8251,224911,B
TRIIM,"Trichophyton interdigitale  (strain MR816)",,2020-Nov-16,8282,1215338,E
STIAD,"Stigmatella aurantiaca  (strain DW4/3-1)",,2015-Mar-08,8307,378806,B
CAPO3,"Capsaspora owczarzaki  (strain ATCC 30864)",,2012-Nov-11,8362,595528,E
PARBD,"Paracoccidioides brasiliensis  (strain Pb18)",,2020-Nov-16,8390,502780,E
TOXGV,"Toxoplasma gondii  (strain ATCC 50861 / VEG)",,2018-Aug-22,8410,432359,E
STRR1,"Streptomyces rimosus  subsp. rimosus (strain ATCC 10970 / DSM 40260 / JCM 4667 / NRRL 2234)",,2019-Jan-06,8411,1265868,B
ENTDS,"Entamoeba dispar  (strain ATCC PRA-260 / SAW760)",,2016-Jul-03,8419,370354,E
SACES,"Saccharothrix espanaensis  (strain ATCC 51144 / DSM 44229 / JCM 9112 / NBRC 15066 / NRRL 15764)",,2014-Mar-02,8422,1179773,B
LEPSE,"Leptomonas seymouri",,2017-Aug-12,8485,5684,E
TRIAC,"Trichosporon asahii var. asahii  (strain CBS 8904)",Yeast,2021-Sep-29,8528,1220162,E
PARXL,"Paraburkholderia xenovorans  (strain LB400)",,2007-Dec-10,8589,266265,B
STRLN,"Streptomyces lincolnensis",,2020-Mar-25,8590,1915,B
EIMTE,"Eimeria tenella","Coccidian parasite",2019-Mar-21,8599,5802,E
BATDJ,"Batrachochytrium dendrobatidis  (strain JAM81 / FGSC 10211)","Frog chytrid fungus",2012-Oct-21,8602,684364,E
BATDE,"Batrachochytrium dendrobatidis","Frog chytrid fungus",2013-Jan-10,8602,109871,E
STRDJ,"Streptomyces davaonensis  (strain DSM 101723 / JCM 4913 / KCC S-0913 / 768)",,2019-Jan-06,8616,1214101,B
CREFR,"Creolimax fragrantissima",,2017-Aug-08,8694,470921,E
STRSW,"Streptomyces scabiei  (strain 87.22)",,2010-Jan-18,8758,680198,B
ARTOC,"Arthroderma otae  (strain ATCC MYA-4605 / CBS 113480)",,2020-Nov-16,8765,554155,E
POSPM,"Postia placenta  (strain ATCC 44394 / Madison 698-R)","Brown rot fungus",2012-Dec-03,8805,561896,E
PARBA,"Paracoccidioides lutzii  (strain ATCC MYA-826 / Pb01)",,2017-Aug-16,8826,502779,E
CATAD,"Catenulispora acidiphila  (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908)",,2010-Feb-24,8908,479433,B
ARTGP,"Arthroderma gypseum  (strain ATCC MYA-4604 / CBS 118893)",,2020-Nov-16,8921,535722,E
STRRD,"Streptosporangium roseum  (strain ATCC 12428 / DSM 43021 / JCM 3005 / NI 9100)",,2010-May-24,8926,479432,B
STREN,"Streptomyces cattleya  (strain ATCC 35852 / DSM 46488 / JCM 4925 / NBRC 14057 / NRRL 8057)",,2015-Mar-27,8984,1003195,B
STRHJ,"Streptomyces hygroscopicus  subsp. jinggangensis (strain 5008)",,2014-Nov-05,9045,1133850,B
RHOJR,"Rhodococcus jostii  (strain RHA1)",,2007-Sep-26,9065,101510,B
THETO,"Thermothelomyces thermophilus",,2012-Dec-17,9087,78579,E
ASPCL,"Aspergillus clavatus  (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)",,2012-Nov-15,9121,344612,E
HYPJE,"Hypocrea jecorina",,2013-Jan-10,9128,51453,E
PEND2,"Penicillium digitatum  (strain PHI26 / CECT 20796)","Green mold",2021-Sep-28,9133,1170229,E
SPIPN,"Spizellomyces punctatus",,2012-Nov-11,9142,109760,E
MONBE,"Monosiga brevicollis",,2009-Nov-12,9164,81824,E
AMYMU,"Amycolatopsis mediterranei  (strain U-32)",,2012-Nov-29,9203,749927,B
ENDPU,"Endocarpon pusillum  (strain Z07020 / HMAS-L-300199)","Lichen-forming fungus",2020-Nov-16,9238,1263415,E
CONA1,"Coniosporium apollinis  (strain CBS 100218)","Rock-inhabiting black yeast",2018-Sep-16,9308,1168221,E
AJECN,"Ajellomyces capsulatus  (strain NAm1 / WU24)","Darling's disease fungus",2020-Nov-16,9313,339724,E
SORC5,"Sorangium cellulosum  (strain So ce56)",,2008-Mar-24,9336,448385,B
AJEC8,"Ajellomyces capsulatus  (strain H88)","Darling's disease fungus",2020-Nov-16,9445,544711,E
AJECH,"Ajellomyces capsulatus  (strain H143)","Darling's disease fungus",2020-Nov-16,9547,544712,E
CHOCR,"Chondrus crispus","Carrageen Irish moss",2016-Jul-03,9550,2769,E
EXODN,"Exophiala dermatitidis  (strain ATCC 34100 / CBS 525.76 / NIH/UT8656)","Black yeast",2020-Nov-16,9578,858893,E
PENPA,"Penicillium patulum",,2020-Nov-16,9630,5078,E
ASPFU,"Neosartorya fumigata  (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)",,2014-Mar-24,9630,330879,E
CORMM,"Cordyceps militaris  (strain CM01)","Caterpillar fungus",2018-Sep-26,9651,983644,E
PLABS,"Plasmodiophora brassicae","Clubroot disease",2018-Jul-08,9727,37360,E
CHLVA,"Chlorella variabilis","Green alga",2016-Jul-05,9730,554065,E
METAQ,"Metarhizium acridum  (strain CQMa 102)",,2020-Nov-16,9849,655827,E
SORMK,"Sordaria macrospora  (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)",,2020-Nov-16,9898,771870,E
COCIM,"Coccidioides immitis  (strain RS)","Valley fever fungus",2018-Sep-16,9910,246410,E
TALIS,"Talaromyces islandicus",,2020-Nov-16,9927,28573,E
PHACH,"Phanerochaete chrysosporium","White-rot fungus",2013-Jan-13,9934,5306,E
PENIT,"Penicillium italicum","Blue mold",2019-Mar-24,9996,40296,E
STRBB,"Streptomyces bingchenggensis  (strain BCW-1)",,2011-Apr-10,10017,749414,B
MARBU,"Marssonina brunnea f. sp. multigermtubi  (strain MB_m1)","Marssonina leaf spot fungus",2020-Nov-16,10027,1072389,E
ASPGL,"Aspergillus glaucus",,2012-Dec-17,10056,41413,E
