EC,TT,%Match,MatchLen,NumMisMat,GapOpen,QueryStart,QueryEnd,DB_SeqStart,DB_SeqEnd,E-Val,BitScore
P60872,Q5SI98,28.07,57,41,0,51,107,41,97,0.005,35.7
P67127,Q5SKX5,28.09,89,64,0,118,206,99,187,6.00E-11,60.9
P67127,Q5SKX5,35,60,39,0,14,73,9,68,3.00E-06,45.2
P67127,Q5SJ99,25,80,60,0,124,203,102,181,3.00E-06,45.2
P67127,Q5SJ99,36.07,61,39,0,13,73,7,67,2.00E-05,42.8
P39831,Q5SK86,39.06,64,39,0,88,151,91,154,3.00E-13,68.5
P39831,Q5SK86,42.86,42,24,0,3,44,8,49,2.00E-04,39.1
P39831,Q5SK86,34.88,43,28,0,193,235,184,226,0.003,35.5
P39831,Q5SKI3,39.24,79,48,0,100,178,108,186,8.00E-13,67.1
P39831,Q5SKI3,36.36,44,28,0,2,45,7,50,3.00E-04,38.7
P39831,Q53W85,32.95,88,59,0,93,180,86,173,1.00E-08,52.9
P39831,Q5SL32,37.78,45,28,0,89,133,93,137,1.00E-06,46.5
P39831,Q53WH6,28.57,84,60,0,4,87,14,97,2.00E-06,46
P39831,Q5SL78,27.38,84,61,0,97,180,102,185,2.00E-06,46
P39831,Q53WH2,27.71,83,60,0,3,85,9,91,3.00E-05,41.9
P39831,Q5SKF0,35.42,48,31,0,90,137,89,136,1.00E-04,40
P39831,Q5SLC4,21.69,83,65,0,98,180,100,182,3.00E-04,38.7
P39831,Q5SKF2,32.79,61,41,0,119,179,120,180,0.001,36.4
P39358,Q5SIY0,49.28,69,35,0,508,576,439,507,2.00E-15,77.1
P39358,Q5SIY0,43.18,44,25,0,288,331,246,289,3.00E-05,43.6
P39358,Q5SIY0,41.03,39,23,0,468,506,398,436,6.00E-04,39.1
P0ACY3,Q5SK09,42.55,47,27,0,298,344,326,372,2.00E-08,53.8
P0ACY3,Q5SK09,45.45,44,24,0,238,281,267,310,1.00E-07,51.1
P0ACY3,Q5SK09,41.3,46,27,0,79,124,83,128,2.00E-05,43.7
P0ACY3,Q5SHT5,35.29,51,33,0,73,123,278,328,0.003,36.8
P77228,Q5SKG4,27.45,51,37,0,38,88,62,112,7.00E-04,38.2
P77228,Q5SKG4,44.83,29,16,0,97,125,113,141,0.001,37.7
P77228,Q5SKG4,48.15,27,14,0,162,188,170,196,0.002,36.8
P77228,Q5SLV0,26.83,41,30,0,257,297,53,93,0.01,34.4
P33915,Q5SIN1,40,85,51,0,117,201,115,199,1.00E-16,80
P33915,Q5SIN1,36.9,84,53,0,221,304,219,302,2.00E-11,63
P33915,Q5SHU8,35.87,92,59,0,206,297,259,350,1.00E-15,77.2
P33915,Q5SHU8,53.57,56,26,0,116,171,68,123,5.00E-15,74.8
P33915,Q5SL22,35.79,95,61,0,203,297,306,400,7.00E-13,67.7
P33915,Q5SL22,37.5,56,35,0,116,171,137,192,1.00E-10,60.2
P33915,Q5SHU7,36.36,44,28,0,222,265,222,265,1.00E-05,43.8
P33915,Q5SIN2,34.78,46,30,0,218,263,188,233,3.00E-05,42.3
P33915,Q5SL23,29.63,54,38,0,221,274,217,270,6.00E-05,41.4
P24252,Q53WF9,23.53,68,52,0,94,161,242,309,7.00E-05,40.1
P24252,Q53WF9,50,28,14,0,33,60,182,209,5.00E-04,37.2
P65298,Q5SJE4,34.15,41,27,0,23,63,87,127,0.002,33.6
P76586,Q5SLJ4,35.82,67,43,0,205,271,124,190,6.00E-10,58.2
P76586,Q5SLJ4,32.73,55,37,0,143,197,61,115,0.008,34.7
P77315,Q5SL43,36.07,61,39,0,182,242,186,246,4.00E-06,45.4
P77315,Q5SH74,35.48,62,40,0,181,242,154,215,4.00E-06,45.4
P77315,Q5SKQ4,31.33,83,57,0,180,262,144,226,3.00E-05,42.6
P77315,Q5SL44,28.13,64,46,0,183,246,150,213,1.00E-04,40.7
P77315,Q5SIN8,25.4,63,47,0,180,242,168,230,0.001,37.4
P77315,Q5SIG5,51.43,35,17,0,109,143,422,456,0.005,35
P77309,Q5SM20,26.19,84,62,0,88,171,90,173,9.00E-07,47.3
Q46831,Q5SJX5,33.33,78,52,0,101,178,110,187,1.00E-10,59.8
Q46831,Q5SJX5,45.45,44,24,0,4,47,11,54,8.00E-05,40.3
Q46831,Q5SJX5,45.45,33,18,0,191,223,204,236,2.00E-04,38.9
Q46831,Q5SLU0,32.08,53,36,0,15,67,251,303,0.008,33.7
P30139,Q5SKG7,58.93,112,46,0,62,173,63,174,2.00E-40,158
P30139,Q5SKG7,62.16,74,28,0,177,250,180,253,4.00E-23,101
P30139,Q5SKG7,39.47,38,23,0,11,48,13,50,5.00E-04,37.9
P30139,Q5SL61,33.33,42,28,0,171,212,331,372,0.002,35.6
P30139,Q5SKD9,38.1,42,26,0,183,224,213,254,0.006,34.2
P30139,Q7SIB9,23.64,55,42,0,166,220,187,241,0.009,33.8
P76145,Q5SH76,39.47,38,23,0,35,72,40,77,2.00E-04,39
P0AF67,Q5SLY0,46.75,77,41,0,14,90,40,116,1.00E-14,72.1
P0AFP4,Q5SLQ2,49.28,69,35,0,126,194,109,177,5.00E-16,77.7
P0AFP4,Q5SLQ2,35.29,68,44,0,14,81,1,68,7.00E-10,57.4
P0AFP4,Q5SKF0,29.57,115,81,0,91,205,78,192,3.00E-14,71.7
P0AFP4,Q5SKI3,32.99,97,65,0,103,199,99,195,5.00E-14,71.3
P0AFP4,Q5SKI3,51.72,29,14,0,16,44,6,34,0.009,33.8
P0AFP4,Q5SK86,31.25,112,77,0,88,199,79,190,3.00E-13,68.5
P0AFP4,Q5SL78,31.25,112,77,0,91,202,84,195,2.00E-12,65.7
P0AFP4,Q53W85,29.81,104,73,0,91,194,72,175,3.00E-09,55.6
P0AFP4,Q5SLC4,28.85,104,74,0,91,194,81,184,2.00E-07,49.1
P0AFP4,Q5SIY1,45.71,35,19,0,14,48,1,35,4.00E-05,41.7
P0AFP4,Q5SIY1,35,60,39,0,117,176,109,168,0.001,36.6
P0AFP4,Q5SK98,36.36,55,35,0,155,209,144,198,4.00E-05,41.7
P0AFP4,Q53W68,36.36,55,35,0,140,194,115,169,4.00E-05,41.7
P0AFP4,Q5SL32,34.62,52,34,0,91,142,83,134,1.00E-04,40.3
P0AFP4,Q5SKF2,46.67,30,16,0,14,43,1,30,7.00E-04,37.5
P0AFP4,Q5SKF2,37.5,64,40,0,127,190,116,179,0.001,36.6
P0AFP4,Q53WH6,48.48,33,17,0,16,48,11,43,0.001,37.1
P0AFP4,Q53W82,42.5,40,23,0,158,197,143,182,0.002,35.7
P0AFP4,Q53WH2,28.33,60,43,0,138,197,128,187,0.002,35.7
P0AFP4,Q5SLI9,41.46,41,24,0,154,194,155,195,0.006,34.3
P76111,Q53WI3,34.09,44,29,0,72,115,73,116,1.00E-04,39.1
Q46907,Q5SJ68,37.5,104,65,0,175,278,205,308,3.00E-16,78.6
P67153,Q5SI73,41.86,86,50,0,78,163,62,147,6.00E-19,87.1
P0A8H3,Q5SHM4,43.14,51,29,0,107,157,104,154,6.00E-09,54.3
P0A8H3,Q5SGY9,31.4,86,59,0,130,215,144,229,2.00E-08,52.9
P0A8H3,Q5SGY9,43.59,39,22,0,15,53,19,57,3.00E-04,38.9
P0A8H3,Q5SGY9,55.56,27,12,0,103,129,108,134,0.001,37
P0A8H3,Q5SGY9,43.18,44,25,0,141,184,117,160,0.009,33.7
P0AEM9,Q5SJ43,32.71,107,72,0,36,142,25,131,3.00E-17,81.9
P0AEM9,Q5SJ43,45.71,70,38,0,138,207,124,193,1.00E-12,66.5
P0AEM9,Q5SJ43,46.94,49,26,0,216,264,203,251,3.00E-10,58.7
P27302,Q5SM35,62.05,224,85,0,9,232,13,236,3.00E-97,348
P27302,Q5SM35,56.67,120,52,0,402,521,397,516,2.00E-43,170
P27302,Q5SM35,43.21,81,46,0,254,334,256,336,8.00E-21,95.3
P27302,Q5SM35,50,54,27,0,549,602,541,594,4.00E-11,62.8
P27302,Q5SM35,57.89,38,16,0,355,392,349,386,1.00E-06,48.2
P27302,Q5SMD7,37.21,43,27,0,466,508,414,456,0.008,35.4
P10906,Q5SLB5,32.75,171,115,0,69,239,167,337,4.00E-31,127
P10906,Q5SH44,32.43,111,75,0,119,229,100,210,3.00E-18,85.4
P10906,Q5SKF8,36.49,74,47,0,159,232,147,220,6.00E-12,64.4
P10906,Q5SKF8,29.73,37,26,0,241,277,226,262,0.007,34.3
P10906,Q53W76,36.92,65,41,0,160,224,165,229,8.00E-12,63.9
P10906,Q53W76,30,60,42,0,72,131,63,122,9.00E-06,43.9
P10906,Q5SLD9,34.72,72,47,0,148,219,145,216,2.00E-10,59.2
P10906,Q5SLD9,33.33,54,36,0,71,124,66,119,6.00E-05,41
P10906,Q5SLD9,46.67,30,16,0,247,276,244,273,5.00E-04,38.2
P10906,Q5SHT0,24.68,77,58,0,159,235,316,392,8.00E-08,50.6
P10906,Q5SHS9,35.42,48,31,0,168,215,320,367,6.00E-07,47.7
P10906,Q5SJN2,38.78,49,30,0,166,214,156,204,2.00E-06,46.3
P10906,Q5SHA3,33.87,62,41,0,169,230,171,232,9.00E-06,43.9
P10906,Q5SHC3,37.5,48,30,0,174,221,146,193,3.00E-05,42
P10906,Q53W77,39.47,38,23,0,168,205,25,62,2.00E-04,39.6
P10906,Q53VZ3,36.54,52,33,0,172,223,464,515,3.00E-04,38.6
P10906,Q5SKF7,48.15,27,14,0,169,195,143,169,3.00E-04,38.6
P10906,Q5SLD8,55.56,27,12,0,169,195,184,210,0.002,35.8
P75874,Q5SH31,36.09,133,85,0,1,133,1,133,1.00E-27,115
P37640,Q5SJH8,52.73,55,26,0,138,192,127,181,2.00E-14,71.8
P37640,Q5SIL7,36.76,68,43,0,127,194,136,203,5.00E-09,54.2
P55734,Q5SK16,41.03,39,23,0,6,44,9,47,1.00E-05,42.4
P55734,Q5SK13,31.58,38,26,0,6,43,40,77,0.002,34.9
P55734,Q5SL31,59.09,22,9,0,144,165,36,57,0.005,34
Q46819,Q5SHG6,65,20,7,0,52,71,689,708,4.00E-05,40.7
Q46819,P03942,34.04,47,31,0,55,101,9,55,4.00E-05,40.7
Q46819,Q5SLA4,37.14,35,22,0,63,97,39,73,8.00E-05,39.7
Q46819,Q5SLA4,37.5,32,20,0,76,107,264,295,0.003,34.6
Q46819,Q5SKZ0,62.5,16,6,0,85,100,73,88,0.001,35.5
Q46819,Q56224,41.67,36,21,0,68,103,80,115,0.001,35.5
Q46798,Q5SKE0,48.61,72,37,0,147,218,274,345,4.00E-15,74.8
Q46798,Q5SKE0,29.51,61,43,0,39,99,140,200,3.00E-04,38.6
Q46798,Q5SLM7,61.29,31,12,0,40,70,17,47,1.00E-06,46.3
Q46798,Q5SLM7,50,32,16,0,42,73,67,98,8.00E-05,40.4
Q46798,Q5SHG0,44.12,34,19,0,137,170,187,220,3.00E-04,38.6
Q46798,Q5SHG0,34.88,43,28,0,176,218,225,267,0.001,36.8
Q46798,Q5SJE4,31.34,67,46,0,150,216,314,380,0.003,35.5
P76164,Q5SLU1,40,25,15,0,20,44,322,346,0.005,30.9
P0AFQ7,Q5SIC5,43.3,97,55,0,153,249,147,243,3.00E-20,92
P0AFQ7,Q5SIC5,43.64,55,31,0,78,132,70,124,2.00E-10,59.5
P21503,Q5SM32,24.27,103,78,0,219,321,22,124,4.00E-06,45.4
P21503,Q5SHY3,27.62,105,76,0,44,148,250,354,6.00E-06,44.9
P21503,Q5SKG4,27.4,73,53,0,208,280,26,98,0.006,35
P52143,Q5SK26,44.44,36,20,0,1188,1223,373,408,0.002,39
P77374,Q5SLU3,50,56,28,0,110,165,55,110,6.00E-14,72.7
P77374,Q5SLU3,44.83,58,32,0,342,399,257,314,3.00E-11,63.6
P77374,Q5SLU3,43.14,51,29,0,264,314,198,248,4.00E-06,46.7
P77374,Q5SLU3,30,60,42,0,718,777,583,642,0.001,38.5
P77374,Q53W39,32.14,56,38,0,716,771,761,816,2.00E-04,41.2
P69797,Q5SKG7,28.13,64,46,0,92,155,200,263,0.002,36.2
P0A9M5,Q5SKV8,39.02,41,25,0,24,64,22,62,2.00E-05,41.9
P30866,Q5SH76,45.1,51,28,0,52,102,94,144,3.00E-09,54.7
P30866,Q5SL11,34.43,61,40,0,36,96,71,131,6.00E-07,47.3
P30866,Q53W72,37.74,53,33,0,51,103,158,210,3.00E-06,45
P30866,Q5SHK1,29.63,54,38,0,45,98,87,140,1.00E-04,39.5
P30866,Q5SL10,41.94,31,18,0,49,79,155,185,0.008,33.4
P46837,Q5SLY1,45.07,71,39,0,650,720,380,450,4.00E-15,76.5
P46837,Q5SLY1,48.15,27,14,0,645,671,203,229,4.00E-04,39.9
P46837,Q5SLY1,47.06,34,18,0,651,684,294,327,6.00E-04,39.5
P46837,Q5SLY1,38.46,39,24,0,648,686,30,68,0.007,35.8
P46837,Q5SHI2,38.98,59,36,0,647,705,2,60,3.00E-10,60.5
P46837,Q5SJ75,41.27,63,37,0,651,713,633,695,1.00E-09,58.2
P77615,Q53W81,48.44,64,33,0,3,66,6,69,6.00E-13,68
P77615,Q53W81,21.65,97,76,0,221,317,212,308,6.00E-04,38
P77615,Q5SK45,46.88,64,34,0,3,66,6,69,7.00E-12,64.4
P31467,Q5SHA7,32.69,52,35,0,4,55,2,53,5.00E-04,37.7
P31467,Q5SHA7,26.39,72,53,0,112,183,107,178,9.00E-04,36.8
P76418,Q5SMG9,51.72,29,14,0,273,301,244,272,2.00E-04,39.7
P76418,Q5SMG9,72.22,18,5,0,59,76,55,72,0.005,35.1
P39359,Q5SJQ1,33.61,119,79,0,10,128,7,125,2.00E-16,79.3
P39359,Q5SJQ1,37.21,43,27,0,131,173,129,171,7.00E-05,41.1
P39359,Q5SJQ1,46.88,32,17,0,187,218,182,213,0.004,35.1
P39359,Q5SKB1,39.06,64,39,0,187,250,171,234,1.00E-07,50.3
P39359,Q5SKB1,48.15,27,14,0,7,33,2,28,0.002,36
P0AG27,Q5SK15,37.5,48,30,0,37,84,370,417,9.00E-05,39.3
P0AG27,Q5SK15,31.37,51,35,0,93,143,423,473,0.002,34.7
P0AG27,Q5SK15,50,26,13,0,51,76,283,308,0.004,33.7
P0AG27,Q5SK13,50,28,14,0,54,81,53,80,9.00E-04,36.1
P0AG27,Q5SK16,40,25,15,0,52,76,130,154,0.008,32.8
P21829,Q5SKD4,36.92,65,41,0,191,255,190,254,9.00E-08,50.4
P0AAL0,Q5SLA4,46.43,28,15,0,132,159,265,292,0.003,34.7
P0AAL0,P03942,45.83,24,13,0,136,159,35,58,0.007,33.3
P37621,Q5SJX2,28.09,89,64,0,298,386,289,377,1.00E-06,47.2
P77549,Q5SJX2,25.9,139,103,0,252,390,245,383,4.00E-09,55.6
P77549,Q5SKG4,28.18,110,79,0,270,379,74,183,7.00E-06,44.8
P77549,Q5SLU0,33.33,69,46,0,247,315,37,105,0.003,35.8
P77549,Q5SLU0,35.56,45,29,0,252,296,242,286,0.007,34.9
P77549,Q53WC6,27.78,72,52,0,14,85,216,287,0.007,34.9
P77295,Q5SKD8,31.25,80,55,0,12,91,34,113,8.00E-10,55.5
P77295,Q53W36,34.78,46,30,0,48,93,52,97,6.00E-04,35.8
P76633,Q5SL78,36.8,125,79,0,80,204,66,190,2.00E-24,105
P76633,Q5SL78,35.85,53,34,0,205,257,189,241,3.00E-06,45.3
P76633,Q5SLC4,33.82,136,90,0,70,205,53,188,4.00E-20,91.4
P76633,Q5SLC4,36.54,52,33,0,18,69,6,57,2.00E-04,39.3
P76633,Q5SLC4,39.39,33,20,0,225,257,212,244,0.006,34.2
P76633,Q53W82,37.5,96,60,0,164,259,142,237,2.00E-19,89.1
P76633,Q53W82,23.75,80,61,0,81,160,57,136,5.00E-04,37.9
P76633,Q53W82,45.16,31,17,0,19,49,3,33,0.009,33.8
P76633,Q5SKF0,37.61,109,68,0,95,203,75,183,7.00E-19,87.2
P76633,Q5SKF0,42.42,33,19,0,15,47,3,35,2.00E-04,39.3
P76633,Q5SK86,31.71,123,84,0,75,197,59,181,5.00E-15,74.3
P76633,Q5SL32,27.37,95,69,0,57,151,42,136,1.00E-09,56.8
P76633,Q5SK98,32.86,70,47,0,135,204,117,186,3.00E-07,48.5
P76633,Q5SK98,29.69,64,45,0,86,149,69,132,0.001,37
P76633,Q5SK98,32.61,46,31,0,212,257,192,237,0.001,37
P76633,Q53WH6,56.76,37,16,0,221,257,213,249,4.00E-07,48.1
P76633,Q53WH6,48.65,37,19,0,11,47,3,39,6.00E-06,44.4
P76633,Q53WH6,38.46,39,24,0,166,204,160,198,2.00E-04,39.3
P76633,Q5SLI9,26.97,89,65,0,170,258,164,252,3.00E-05,42.1
P76633,Q5SKI3,53.33,30,14,0,16,45,3,32,5.00E-05,41.1
P76633,Q5SKI3,20.56,107,85,0,97,203,86,192,0.002,36.1
P76633,Q53W85,28.57,63,45,0,95,157,69,131,1.00E-04,39.8
P76633,Q53W85,50,32,16,0,166,197,140,171,0.002,36.1
P76633,Q5SKF2,31.03,58,40,0,146,203,128,185,5.00E-04,37.9
P76633,Q5SKF2,48.28,29,15,0,19,47,3,31,0.002,35.6
P76633,Q53WH2,44.44,36,20,0,222,257,203,238,7.00E-04,37.5
P76633,Q53WH2,46.67,30,16,0,16,45,4,33,0.006,34.2
P76633,Q5SM10,38.89,36,22,0,10,45,2,37,0.003,35.2
P76633,Q5SIY1,44.83,29,16,0,19,47,3,31,0.005,34.7
P0A6D5,Q5SJF8,37.5,72,45,0,62,133,55,126,4.00E-14,71.7
P0A6D5,Q5SJF8,47.62,42,22,0,231,272,204,245,2.00E-07,49.7
P0A6D5,Q5SJF8,34.78,46,30,0,12,57,6,51,3.00E-05,42.3
P0AEC0,Q5SKB4,46.77,62,33,0,369,430,294,355,1.00E-10,61.3
P0AEC0,Q5SKX5,24.1,83,63,0,123,205,104,186,1.00E-06,47.7
P0AEC0,Q5SKX5,34.43,61,40,0,11,71,8,68,4.00E-06,45.9
P0AEC0,Q5SJ99,36.96,46,29,0,13,58,9,54,3.00E-04,39.8
P25535,Q5SLA3,50,30,15,0,5,34,4,33,0.002,36.7
P25535,Q5SKP4,45.45,33,18,0,1,33,1,33,0.005,35.3
P25535,Q5SI44,55.17,29,13,0,6,34,4,32,0.009,34.4
P25535,Q5SLC3,51.72,29,14,0,5,33,3,31,0.009,34.4
P67444,Q5SLI5,36.78,87,55,0,301,387,101,187,3.00E-14,72.9
P76387,Q5SGW0,33.96,53,35,0,521,573,1,53,7.00E-04,38.9
P45549,Q5SLG9,45.28,53,29,0,301,353,285,337,8.00E-10,57.9
P32137,Q53WD2,31.25,48,33,0,124,171,108,155,0.003,36.5
P32137,Q53WC6,34.88,43,28,0,127,169,112,154,0.005,35.5
P45848,Q5SH82,50,30,15,0,601,630,10,39,0.001,38
P45848,Q5SH82,50,28,14,0,602,629,18,45,0.002,37
P77378,Q5SJ68,46.75,77,41,0,236,312,237,313,3.00E-22,98.8
P77378,Q5SJ68,37.74,53,33,0,180,232,182,234,8.00E-06,44.2
P76185,Q5SJK2,28.24,85,61,0,128,212,208,292,6.00E-07,47.7
P76185,Q5SKB8,23.08,78,60,0,127,204,190,267,1.00E-04,40
P76185,Q5SKB8,26.51,83,61,0,42,124,56,138,0.002,35.9
P75946,Q5SL72,39.47,38,23,0,67,104,359,396,0.002,34.4
P0DPO3,Q5SGX8,42.42,33,19,0,17,49,350,382,0.008,30.8
P43531,Q5SKG4,33.33,93,62,0,59,151,41,133,5.00E-12,65.2
P43531,Q5SKG4,23.91,184,140,0,32,215,243,426,9.00E-05,41.1
P43531,Q5SLU0,30.34,89,62,0,62,150,30,118,2.00E-06,46.3
P43531,Q53W27,27.85,79,57,0,57,135,26,104,9.00E-06,44.4
P43531,Q5SLE2,40.38,52,31,0,59,110,218,269,3.00E-05,42.5
P43531,Q5SKI2,25.69,109,81,0,36,144,3,111,9.00E-05,41.1
P43531,Q5SM79,40.91,44,26,0,163,206,124,167,2.00E-04,40.2
P43531,Q5SM79,29.79,47,33,0,40,86,4,50,7.00E-04,38.3
P76226,Q5SL34,33.85,65,43,0,11,75,20,84,5.00E-04,37.6
P76524,Q5SJE6,56.73,104,45,0,124,227,115,218,2.00E-33,136
P76524,Q5SJE6,45.54,112,61,0,242,353,228,339,2.00E-30,126
P76524,Q5SHU4,56.25,32,14,0,268,299,283,314,5.00E-07,48.4
P76524,Q5SHR0,36.36,44,28,0,195,238,78,121,2.00E-04,39.7
P0AAB2,Q5SJ34,41.46,41,24,0,63,103,71,111,3.00E-05,41
P0AAB2,Q5SJ34,41.46,41,24,0,5,45,7,47,3.00E-04,37.8
P0ADP0,Q5SLK1,34.92,63,41,0,145,207,158,220,2.00E-05,42.8
P0ADP0,Q5SI65,38.3,47,29,0,142,188,134,180,7.00E-04,37.2
P0ADP0,Q5SMH9,37.04,54,34,0,148,201,150,203,0.001,36.8
P67699,Q53W81,41.38,29,17,0,23,51,7,35,0.007,32.1
Q46904,Q53W53,45.71,35,19,0,8,42,4,38,8.00E-05,41.3
Q46904,Q5SI44,51.72,29,14,0,7,35,4,32,2.00E-04,40
Q46904,Q5SLR0,45.71,35,19,0,6,40,8,42,3.00E-04,39.5
Q46904,Q5SLK6,35.29,51,33,0,6,56,3,53,4.00E-04,39
Q46904,Q5SLA3,38.46,39,24,0,4,42,2,40,5.00E-04,38.6
Q46904,Q53W70,48.48,33,17,0,8,40,4,36,5.00E-04,38.6
Q46904,Q5SLC3,51.72,29,14,0,6,34,3,31,5.00E-04,38.6
Q46904,Q5SIZ9,45.45,33,18,0,6,38,3,35,0.001,37.6
Q46904,Q5SIC7,47.06,34,18,0,6,39,171,204,0.001,37.2
Q46904,Q5SJM5,38.24,34,21,0,6,39,7,40,0.003,36.2
Q46904,Q5SKG6,34.09,44,29,0,6,49,4,47,0.007,34.9
P31475,Q5SI00,48.57,35,18,0,43,77,40,74,0.001,36.3
P31475,Q5SLR8,40.54,37,22,0,43,79,18,54,0.007,34
P05793,Q5SJ03,35.8,81,52,0,351,431,188,268,6.00E-11,62
P05793,Q5SJ03,42.03,69,40,0,182,250,155,223,3.00E-10,59.7
P05793,Q5SJ03,51.92,52,25,0,144,195,119,170,1.00E-09,57.8
P05793,Q5SJ03,40.91,44,26,0,34,77,13,56,1.00E-06,47.3
P05793,Q5SJ03,38.46,39,24,0,78,116,52,90,0.004,35.9
P05793,Q5SJ03,36.11,36,23,0,101,136,76,111,0.004,35.9
P0AB58,Q5SKV2,30.3,33,23,0,351,383,2,34,0.009,34.4
P37637,Q5SMF3,45.95,74,40,0,960,1033,1021,1094,1.00E-16,82.2
P37637,Q5SMF3,29.7,101,71,0,318,418,310,410,1.00E-16,81.7
P37637,Q5SMF3,33.98,103,68,0,852,954,915,1017,4.00E-14,73.4
P37637,Q5SMF3,32.91,79,53,0,4,82,9,87,2.00E-09,57.8
P37637,Q5SMF3,32.5,80,54,0,235,314,229,308,3.00E-07,50.9
P37637,Q5SMF3,30.51,59,41,0,428,486,419,477,9.00E-06,45.8
P37637,Q5SMF3,25.32,79,59,0,347,425,941,1019,2.00E-05,44.9
P31677,Q5SL13,48.57,70,36,0,384,453,24,93,4.00E-13,68.9
P14900,Q5SJD2,36.05,86,55,0,65,150,54,139,4.00E-15,75.4
P14900,Q5SJD2,45.65,46,25,0,143,188,131,176,5.00E-07,48.8
P14900,Q5SJD2,42.5,40,23,0,292,331,258,297,0.002,36.9
P14900,Q5SM43,47.92,48,25,0,262,309,286,333,2.00E-06,46.5
P14900,Q5SJC9,33.78,74,49,0,245,318,247,320,2.00E-05,43.3
P77338,Q5SHL5,30.53,95,66,0,889,983,137,231,2.00E-12,68.3
P0ADA3,Q5SKE0,42.11,76,44,0,281,356,274,349,3.00E-11,62.4
P0ADA3,Q5SHG0,34.04,47,31,0,310,356,225,271,8.00E-04,37.9
P37596,Q5SLR0,39.13,46,28,0,132,177,160,205,2.00E-04,39.7
P37596,Q5SJ61,47.06,34,18,0,144,177,170,203,4.00E-04,38.8
P37596,Q5SH95,35.09,57,37,0,115,171,123,179,0.001,36.9
P37596,Q5SH95,58.33,24,10,0,97,120,103,126,0.003,36
P37596,Q5SLK6,35.9,39,25,0,142,180,168,206,0.007,34.6
P37596,Q5SIF7,34.78,46,30,0,75,120,112,157,0.007,34.6
P23843,Q5SL24,45.71,35,19,0,99,133,101,135,4.00E-06,46
P23843,Q5SIN3,37.29,59,37,0,274,332,234,292,3.00E-05,43.3
P23843,Q5SHU6,47.83,23,12,0,102,124,106,128,0.004,36
P0AFD1,Q56221,31.58,133,91,0,30,162,21,153,1.00E-20,92.3
P0AFG0,P35872,56.45,62,27,0,120,181,123,184,7.00E-19,86.6
P0AFG0,P35872,38.18,55,34,0,9,63,5,59,5.00E-09,54
P0AFE4,Q56226,43.18,44,25,0,57,100,52,95,2.00E-09,54.2
P0AFE4,Q56226,37.5,40,25,0,8,47,4,43,3.00E-06,43.8
P75811,Q5SM42,29.31,58,41,0,1,58,3,60,0.007,33.6
P37624,Q5SIB5,37.1,221,139,0,277,497,4,224,2.00E-45,177
P37624,Q5SIB5,43.62,94,53,0,101,194,88,181,2.00E-19,91.1
P37624,Q5SIB5,32.81,64,43,0,12,75,3,66,3.00E-07,50.7
P37624,Q5SH06,31.74,167,114,0,277,443,2,168,1.00E-27,118
P37624,Q5SH06,37.74,53,33,0,142,194,127,179,2.00E-08,54.4
P37624,Q5SH06,30.77,65,45,0,12,76,1,65,1.00E-05,45.1
P37624,Q5SH42,38.46,104,64,0,383,486,107,210,7.00E-20,92.5
P37624,Q5SH42,30.69,101,70,0,276,376,3,103,4.00E-13,70.2
P37624,Q5SH42,44.83,58,32,0,123,180,107,164,3.00E-11,63.7
P37624,Q5SH42,33.33,63,42,0,14,76,5,67,4.00E-07,50.2
P37624,Q5SJ09,33.02,106,71,0,363,468,115,220,6.00E-16,79.5
P37624,Q5SJ09,51.79,56,27,0,282,337,33,88,1.00E-12,68.3
P37624,Q5SJ09,26.11,157,116,0,79,235,91,247,2.00E-10,60.9
P37624,Q53VZ4,37.11,97,61,0,348,444,95,191,3.00E-15,77.1
P37624,Q53VZ4,39.53,86,52,0,100,185,107,192,7.00E-12,66
P37624,Q53VZ4,33.33,54,36,0,282,335,24,77,2.00E-04,41.4
P37624,Q5SHV0,31.93,119,81,0,117,235,101,219,1.00E-14,75.3
P37624,Q5SHV0,30.3,66,46,0,11,76,5,70,1.00E-07,51.6
P37624,Q5SHV0,31.25,64,44,0,277,340,7,70,4.00E-07,50.2
P37624,Q5SHV0,29.07,86,61,0,386,471,110,195,3.00E-05,43.7
P37624,Q5SIF0,31.45,124,85,0,348,471,95,218,2.00E-14,74.4
P37624,Q5SIF0,42.86,56,32,0,124,179,131,186,4.00E-07,50.2
P37624,Q5SIF0,30.91,55,38,0,295,349,43,97,3.00E-04,40.5
P37624,Q5SIF0,36.17,47,30,0,30,76,42,88,9.00E-04,39.1
P37624,Q5SJN3,26.47,136,100,0,100,235,86,221,3.00E-14,73.9
P37624,Q5SJN3,30.08,123,86,0,349,471,75,197,5.00E-14,73
P37624,Q5SJN3,33.33,54,36,0,18,71,9,62,5.00E-06,46.5
P37624,Q5SJN3,30.51,59,41,0,277,335,4,62,1.00E-05,45.6
P37624,Q5SL54,35.4,113,73,0,121,233,111,223,5.00E-14,73
P37624,Q5SL54,28.46,123,88,0,348,470,78,200,1.00E-11,65.1
P37624,Q5SL54,34.21,76,50,0,277,352,5,80,6.00E-09,56.3
P37624,Q5SKC8,31.62,117,80,0,386,502,94,210,7.00E-14,72.5
P37624,Q5SKC8,36.14,83,53,0,123,205,91,173,4.00E-12,66.9
P37624,Q5SJR7,36.73,98,62,0,98,195,83,180,1.00E-13,72
